src_ip,dst_ip,src_port,dst_port,protocol,payload_hex,label
192.168.50.11,172.64.41.4,44258,443,6,170303003369dad26055f600863a86456a7e97b90aa6499c598aa9318eb1fbf4d13cef24c795feb07a65c630cb818babd2e593d9c6d3413b,0
192.168.50.11,172.217.12.130,41394,443,6,,0
172.64.41.4,192.168.50.11,443,44258,6,17030301ee70da57e00a6145989fef8985339896f33e323696c4524bceb0f54e63cc3d0c1e5c103413b0afd30d8d5e84cfb55a9b839002dd6de71c4d6a151a776f20bfdaf2046329933657299409d8f4145a519807b77dc69f1d703cde951b19387376c21056e6c59c483824e08e7d08fcb9d3a293508ba3e5a8894bbc2b7f8e,0
192.168.126.242,207.138.23.171,18805,25,6,436f6e74656e742d54797065,1
173.194.12.135,192.168.50.11,443,36986,6,1703030013eff72521812f4b4ab7ff01bcf0f2dfc5c9ac5f,0
192.168.50.11,131.153.52.72,51412,443,6,1403030001011703030045b3cbb638928a90bbc98732c40e4eb641b72844a989a306ea8a97171dacbac50dffd074b3ab7e8c29cde41a6c7c65dc456b01adf1bf6f75f79ac3809a0a081950750a5d8472,0
192.168.50.11,64.38.119.42,48826,443,6,,0
192.168.50.11,172.64.41.4,60274,443,6,,0
192.168.50.11,142.250.189.3,53764,443,6,,0
104.21.8.7,192.168.50.11,443,59034,6,,0
192.168.50.11,18.164.174.30,33074,443,6,,0
173.194.8.71,192.168.50.11,443,42410,17,ed00000001037efb4708ec68316749b6553944d0ab59bc1536f229d13f8569b18f813e070ed168d6f9806486c7dd5e1e0a717a03efc5eb19d62db1d3baf7d08f68817993d621fbee892ace04c11d8b2e961ea7907ed3ab86e7cd6db869cdf6fbb44c8662bc77d1f8b596873f1e0a743ba443617b0eb7188d51ca8b5919dacb4c,0
172.217.14.110,192.168.50.11,443,34982,6,1703030573f797e7f10e28a472efd8be80ab9d86f4ef92b750dbb79b4c0dd3aed3706c79c6a443d57e65f887b78e97ad82f36a07d4bad834595cd95805befcd2b71d11cfa60b693782af27b1ba7662ea1c7f7487b68f5a975a90d7a26e4a16f53d927e8e6f40e15c5346d07adbc717e927a2dd58b940cadbd9d0c9cbc1c8a72a,0
192.168.50.11,172.217.14.110,34982,443,6,,0
172.64.152.243,192.168.50.11,443,59180,6,3947f78c54072b4d65b19a7555c99e36f6fa96fae845dac88f269eb868d2277599c7021d08715cc4ab940bc3d55333be933098b9bfa8656c189f23f78577ec29bedf4d0edb3658f22d43483e022c2e1b741c0b2ab3deeb3f305499fb577987aff6dc00e7876e376c6fb6f343f616478eda3c0b11131b91e401f9e86ff052eb2c,0
192.168.50.11,172.67.41.60,50662,443,6,17030300137a191c166c06dc3e4ab150ef03b9824322666b,0
142.250.72.170,192.168.50.11,443,47504,6,,0
192.168.50.11,72.247.234.254,47754,80,6,,0
142.250.72.134,192.168.50.11,443,46336,6,16030304ba020004b603032a9f6cb0d91df87a48c55420618fccffea75fc6feb876674e567f8eb2a80896a20e84d61b7ec711ddb940f33631c63240540cff9de796ea62f391553e087775518130100046e0033046411ec0460561cab993f7199387891fa51e96b6b105d998b4f3bb2281d5dd6653353671297df5dd93ec44f18,0
20.49.104.19,192.168.50.11,443,37474,6,1703030b1587dafe052b07a2ebbe10870666071526e84db3d5d25b8812e35fcec2c6a3c5cdde8445db46c04eed89f5f915b93b1c6fe36209d7f24fa6e01de550b78702bbf7155fb1899954af71a662c3f0a0b67befc3928e7eda0d743c6960b1032779dec055031fdfc27c160e61a1f1fd08081d726ab6ff67286e72cf27a7ff,0
192.168.50.11,173.194.12.135,36986,443,6,,0
192.168.50.11,142.250.176.14,56848,443,6,,0
192.168.50.11,172.64.41.4,60274,443,6,170303009a2960b066f17e95c43d765ad4940f99427c817a36a530e965f47cf8e3b8d38fc7517c455b8ed221111a604ddc20cdc9ea1c0fd20212e0657b115bdebf7a659da3cc14b59542388aaf5f454d828410d52156a276fbbd2777be34277da10cbab720b9a550c7a8737ba090baa78994fc6d29c11906878b3511217437b6,0
192.168.50.11,172.64.41.4,60274,443,6,170303003358d62f6d4f83d7e84aafcb83a10cd55e7f1487075a5fc81c336e67fae71059c38ccbeff26e5bd4097e6c48578380fcb37b5039,0
216.137.39.93,192.168.50.11,443,38100,6,d25e0648185ab4ccfdc41815d4b11bba4fb093a6300313d8feaecb18a0d1d3aa8336d5723d4e4a2ba0615d4dbd635a9ab5f4e2da41eac4de8f21e2cd66ea9ee9330d1868c41b3c862595d4ba8c62a9efdcb0d655270365f027169d0fc6ba322eb99990c47682bc86cfb5443a5fac7576003cf57d6244f7c908b9b1fa58bfbb44,0
192.168.50.11,172.217.14.66,48588,443,6,,0
192.168.50.11,172.64.41.4,44258,443,6,170303009a0a0227326167d177b8130661e2ccc68735a9e22c5ea44d2688236997fa2b3fd279d0e9d9bd9118578275f002d6a1692bb3ba770ad8b759c9e9e9bb4cf48824583d8d5b4f98d5cca772c75cb39c5121b6210aa29ded8cb6a9f5b9323929ab2bf7d39446337d432b2f4e78bda1d8074e09949b2a9c553f2c443118b6,0
192.168.238.43,40.45.202.142,38836,6789,6,6d616c6963696f75735f7061796c6f6164,1
173.194.8.71,192.168.50.11,443,36132,6,,0
172.64.41.4,192.168.50.11,443,44258,6,17030301eeb078b3f609491314fe4aba1a8ec651513e5f998b59500f7aa4dadfe57e36657219455e6eaebcbdd9f1ae93a4361213218cccfeee9b6789c4479ea8a31e8bc43b9f323294dc0ed35d02667eac7d297d6e5908230fbbfe17c0e8b749fcda6072027d1f2a58d4f34dc0471104ae7a0b16d16d8b09ff50027ab21910e5,0
192.168.50.11,173.194.12.135,36986,443,6,,0
172.64.41.4,192.168.50.11,443,44258,6,,0
18.164.173.26,192.168.50.11,443,42596,6,288a1f9da8493acfe10df4929bdb96478460265e92a4f9014aaa015890dace5dcaf5a229dca1c533babf57ecbb995d0aa2c822c6dcc143b0a06c2cd3384dcaeb563358b44986eab0e7b47a79885e2fd975b16f6136ef845941c83ca10d18c3e49827fc2fdfdca86ca6474e5759ac0952422bff140628893ce21e03f5bd16f5fc,0
192.168.152.28,205.218.171.242,55803,88,6,7c30357c,1
173.194.12.135,192.168.50.11,443,36986,6,17030340114b82b9bc56c93a9ce0dfbc160b8b448723c0bb4e646098350b604da12044b8f98fa613b8ec07faf73853246715c9fe856db849e40aaa5590fed30a925acf5c1558664fd2b28251eabc5e36f4d23e265d808747fd22bdc6bd5f8eca45520c984ea69a260e7f351dbab4d19c7b285016507c1b5ad0ed32623512c4ae,0
192.168.50.11,52.9.65.126,55724,443,6,170303001abf2dbdd46f22fa101779e9caac85ec641c5d0e4369b7bcf9caa4,0
192.168.50.11,23.227.146.18,53936,443,6,,0
192.168.50.11,142.250.176.1,33100,443,6,1703030022cb2bd31ac93f7e74b34bae0aaacba00609fcb89d0da2070f41e010af13431704ab2c,0
20.40.202.2,192.168.50.11,443,49274,6,e5f1a914fba3fffa5e62bf0dfe8380196b1d83c4c5c15a996cf556415bbfba8dbeeebd739665399d5ce3771a01c8b4a7832a3dd29617238a42e63a2b8a8db604f2716d120bb584f6a26dc592e88d874a09df3c939ff3ccffb4d8c8b6b8b10ba89be57cfd0c6e1effe1596f83707cb2386384c82188292ca9195be0d122017660,0
172.64.41.4,192.168.50.11,443,44258,6,170303004db018c761f8695e87bc595f3ef6942c10d1235e69b232262ce9df321b73b6db8771f9e585ae52ce3fca157f313c585a873c57f5ef22aef69d435c78dda73c3ba0aca046c359d7fe3c7d269968e5,0
192.168.50.11,13.52.209.238,56698,443,6,,0
192.168.50.11,172.64.41.4,60274,443,6,,0
192.168.50.11,69.173.154.7,57940,443,6,,0
173.194.12.135,192.168.50.11,443,36986,6,1703030015cce4fd9a94f202e706f2a7f708bc7de4b40b7d148b,0
34.193.171.116,192.168.50.11,443,59128,6,82c04356f29133eda78f3fbd554290b8b1c45288bfdf4a2d328cb22561144c297a3301e1b7ff4281cb0bc122e67c8598ae7d228100d71d5179e0d9c8325eeef657532a2155de347c1c13e2b7b56a7e1703030060b7e63b6f4c1bcca6f870890d7c9c8629d9d31c2cfb4557074952b1c4a4f57feb135576ea27048804674b0bd2,0
142.250.176.2,192.168.50.11,443,50253,17,50026187e757ab54189e61b248a189a7eb88c93ab76cf0b63a3c48,0
192.168.50.11,35.212.212.222,36406,443,6,140303000101170303003552a64e03230c2707f65d1d1030f32d16eb14e62eae0fcca1c902f91d87de0ceffd743c46bb2bbbf2bfff13727a7e4c80a275a8e8cf,0
192.168.218.194,144.58.83.72,33484,139,6,7c30307c,1
172.64.41.4,192.168.50.11,443,44258,6,1703030033956b12b0b4145fb49b8730aa5413f79d1def91fde47196bc2462f4fbd9497a420c6b72d8f8a71149f36d9322f732116daa7b28,0
52.53.191.192,192.168.50.11,443,50774,6,,0
142.250.176.6,192.168.50.11,443,50548,6,,0
142.250.176.6,192.168.50.11,443,41362,6,170303057381e90d7186a5ce5c3178e23e22178562cc935caf7af5c70b498e7537cf99701f6cde04224a2556f16bb2cfbe40cfe6edbf80d781ba01d654a3acddc629cd1439b89f576b7970a2d5e1f302a55c63128adc7dc8b045a91afa6e29a5dd376915a1575e574f513398365ec7bab530030f796da0398922f32b8b517d04,0
35.212.192.196,192.168.50.11,443,38048,6,,0
172.217.14.110,192.168.50.11,443,34982,6,,0
192.168.50.11,172.64.152.243,59180,443,6,,0
192.168.50.11,216.137.39.103,37654,443,6,,0
192.168.50.11,184.28.81.133,54956,443,6,17030300571521f6510130e5a4af09ed3f7b421fad8f12428119708bffaa5c3dda0810b2ef65dc1ab94c63075fa51bba60afd199ab612c86b57e2b75eec9d89277a67aa40316269a7ce93cfcb704bfb2fcdf0bb76e444e122d799def,0
192.168.50.11,173.194.8.71,42410,443,17,cc00000001082c68316749b65539037efb47004294cef6321d80a3174d0f06975512171d923d945fc3c6f08fd708c97a7c76d27f091b8a1077ccf0c47ed5d51d291d894c4ef0a009bda1d13bac0cfdc0ebc2126265a6f1536af8e8917992f7db1b5c483658089aef45fb8cda7cc2f751eb170f12d12ab0540049ef16eaeb3af7,0
192.168.40.14,153.121.221.153,62438,7100,6,427c30302030327c,1
35.212.160.220,192.168.50.11,443,60818,6,,0
192.168.50.11,172.64.41.4,44258,443,6,170303009ab6124f1441d3c4ce3e5a6f135cb850ef4045338714754597282918401cc0e58d33d3bf6ab635dce06579d33b9376d1dba624ee7c314a567a98cda4ba2bed56c7a65c410e1b3cc2fdc9233bbc03023f076063d96d26541afd82867dd32743c49151763717c2b10d1e34d71284b2b8ff9b54453bc243ecc196785a6c,0
192.168.50.11,172.64.41.4,60274,443,6,,0
131.153.52.72,192.168.50.11,443,47744,6,170303012ab597c568244b54d497d7b805bfee2ded128702c5df65ad5ae14455ed0479c9d450dfd46317037c31acb75ed793386a06148543742e704974747af361fef4a815c67d6e2b939e5e43c326f1631eddc19c2612b65e25d7582598989bb6300f0c0ee430121e752e592dd5fd73b0474426cd2c380a6829ed1dfb727aa2,0
192.168.218.17,2.129.144.82,36596,445,6,7c46467c534d427c37332030302030302030302030307c,1
54.191.107.236,192.168.50.11,443,54182,6,1703030022017e7cb28afbc8c678123228af78bc328e8cfdf77eb6272436cc586d3fec6336068417030300139382f8ba9b767430a64b838a1d37cba521587e,0
173.194.12.135,192.168.50.11,443,48494,6,170303006564015007964ae86ea4cde799fd96649d43655279c6c7db576a899c9e27a213d315aeab4900f24634751764cee1169505d37aa741dd3466dbc0fed6a7399bca9044e1045edd303f48333c939ef2fd3e9ea99611584f8e359bcb94d8339764be3ff812fc885d,0
192.168.50.11,172.64.41.4,60274,443,6,,0
172.217.14.110,192.168.50.11,443,49768,6,4d9764d15b7e0a7b1e55d4f13ab3408d4c4c7415dda7c7caf7ff4078c7e97471df8abace63039e27d7f4c5d33153ef33d268a10e0e5da9592491e19fb3563d26e668af69fd574830eec1ce99ce28a617438ac32f2e3cdfc598a8a80961206a6eba318b00708881fca0c4888a3c785fcf1d6e6625daa3908b8c6dbab5049a6ce4,0
35.244.159.8,192.168.50.11,443,48794,17,42a79cf878f7f3fff9cfafd63ca2ebb3eba5f5f7d0909980b2f7,0
192.168.50.11,172.64.41.4,60274,443,6,1703030033447d73703f74fc8e4b5d800d3e1db2e9e36afe96fb95e06c7c21db2ae337e637f713ede2699cc11b463c7fe34a435ba59919aa,0
172.67.69.191,192.168.50.11,443,57130,6,170303056a3bd9be2ec597bc4c6ca7847069dc8f083de019d8a747caa70c6e3466521b51e22060a00b5bdeb5a20889ccfe5045645c396dcc9b626d005e55d0c9d1036b4d8803f98c340ff2564bbd8abd265cbddfde233fd0614ed3bf8f8ae35280342eb59077913be9cb43fee0efca2d57e29cbed51e131ecab701dbdd9dfc9e,0
3.169.245.200,192.168.50.11,443,50514,6,4d47741c9e83d7cf8b0387124dd8de4b30c8228e1d662a8cc7121811fa8aaa57048a07cc087d6cb094cdb7415f616e8eb70459247b6722302e1149b01ee47931ed30210c4be754c535d3456386ae04719fe134bef62c4ae450c509ac307922efb393626ce973715253ad8515ce29cc07608ddae9e834b6976c678ec0e3e1d215,0
192.168.50.11,142.250.176.6,33078,443,17,e80000000108fa5f36ac69c2d41403b1fb0b4038bea33044243ce5640747e6e6720d86c9d185f30845fed93c52aebc7c6ec197cb6642c0e5eab926778974fca7321e98f253e1dba0c6c7d1fa59fa5f36ac69c2d4143aa9ec7f540eb67951f0ea3c9f160bff9ae8998746ba8c09acdb8af9472f3099204c4a896c87baf25fe070,0
172.64.41.4,192.168.50.11,443,44258,6,,0
192.168.108.85,100.136.40.114,52877,1433,6,737c30307c707c30307c5f7c30307c617c30307c647c30307c647c30307c757c30307c737c30307c657c30307c727c30307c,1
98.82.158.241,192.168.50.11,443,58564,6,,0
34.110.138.217,192.168.50.11,443,37593,17,56f12ba7ad63aa0acfb004645ec1211443644364ca9ef7ac34ce7be5a262d0478662ca5c4c638854105aba8359a3a1b6d40b01e2d5c39239f37929eb9eb92617850a2b2492473364664996cc01d7b71fc040582ff9413ddf6e1793ff4015ef1022bb872102e608bc5475ffd4e1ca9cfc83ae0e5c18f6ff6088a6808739edf7df,0
172.64.41.4,192.168.50.11,443,60274,6,17030301eebee1e40cab8ad61a9f537af6664689e111a7dfb65f30460cf74a1fa028e662aae0ed65ec1d8c118aa263da5c72161664aeef1d069ce029466b2a0071b4766a407807db370a5e10c36aad489fa33893160276f446d5838e604cdbe5edfad2fdc43d8521852bd659985471f6a51ef0cc50d26da6e35a08b9d42cb4e7,0
192.168.50.11,172.217.12.129,57276,443,6,,0
192.168.50.11,142.251.40.46,48932,443,6,140303000101170303003561027a6234a995dc661d0dd9d05a4abb7d5939aebfa034a310bc83b2148616175fe8249f5699beba91f977cda345cb499da1bcc9a5,0
192.168.50.11,172.64.41.4,58420,443,6,170303009aabc180391b1bdd1e4454e4577aabe8ba7c7e7b3ddba321dccf5ba24b5760aa551a0ce924e499fad5ad703b8d89fc3398c28da105efda7dd601bb3a60e862b74c3621f1e1c4c8f591d620f6954537d3d96cee57c498f4f396468a993f53331d48d2195b3fdd5f38360d991d3d5ba2dd7e1e193d8077cd23127f4154,0
192.168.50.11,35.212.212.222,36406,443,6,,0
52.52.208.232,192.168.50.11,443,50788,6,17030300aeb163082380e748a940882b11b2735c4123d5df9b546e7fbb781231490f016705671be7bb01d9f4fa9a5b58d5e6f11ce3e9981eff55717622211f3085e572f6a19556f2301571498df926e97a028919b86543f4cd32f7b57ba5d70470ebeecc1800b9bd9ae418d635b16b19708a0c007825350023b4958e284ec4f5,0
192.168.50.11,34.107.221.82,35586,80,6,,0
172.64.41.4,192.168.50.11,443,44258,6,17030300332a24a0df00b268814b9a3c1a3e841bf49683bbb25bb6c4940c99b7d7ef5f97f5e649691b4fd3394f36534a84e92a628483f5e6,0
162.19.138.116,192.168.50.11,443,60132,6,160303007a0200007603032072a15e4b115c3b1a277f7330f75e78aed6d82fecc3181a687ac282d2ce191320d357b0d435dd04e29a6978b09dbde082dea725c22bf13f20785adb9079279cb7130100002e002b0002030400330024001d0020aa44d01faaebefda112f62e5c4899b757373231fd81c676678f782518fdeed3d14,0
142.250.72.162,192.168.50.11,443,38688,6,73aaf3a2dd9cdaa941e7dee9280558528e5b5bf916e48f1d33370303c52e136dfb04eff555493ea65de4b530d952df3dc5bf46bbb6b725b3950bf0316e65d81cb3d3423363a21465eed095e8953e271acc860ce55bd6c4aa8346bf6317136537d7351f4362d6c7dfd230cdb8d5eb91ebb24d58437a04a6253614627273d08da2,0
172.64.41.4,192.168.50.11,443,44258,6,1703030033674cca0cdbe1191273d5eff216eaa0fce00fc77d89f5a2ef4fbc8d7f851ad30d138769696ca5920301800f365d879e9c9e95a6,0
172.217.14.110,192.168.50.11,443,34982,6,170303001a021a2171bef804ad4c4e2a0be2f9ff8dcf5dd33aab26fdfa3619,0
192.168.50.11,3.163.125.3,41104,443,6,,0
103.231.98.106,192.168.50.11,443,59306,6,170303003867925c4dd08a0e086c6442cf625bf28f0077674cd0e454cb823c85674ec35aeeb5a81faf21adff7e51759d8a9ca3cff225c3d5f7823247e0,0
172.64.41.4,192.168.50.11,443,44258,6,17030301eea8a3f2d1b46ef14c9da08c6f59d9bd2d446f21aac648a20241d5f2f0ea24111406f32ae5f078e3d7f9863b6184ef3abc0a69676061ad7661c6062d5176ad8fde282bfbe9090c93a5798aa26e89567a5fe528d725ea377d42915e204b2cd5ba038de9c24d07df5ee04e25a9013a71e1573e5e7a2d2897fe4a51e0a2,0
192.168.50.11,35.170.209.154,33706,443,6,,0
173.194.12.135,192.168.50.11,443,54889,17,4c36addfbae405bf2b57ee5733678453fb418c929498026b4bad178d27c6531d6993f6d977b8c1e3efbe8fceb56bb530e11f2fd1c400011fbd9a54fe6950398458538e1137425664582c63f4d6eb329fbfec21319bcc50e1da3b1e1a73d1e0d35327ca44c9346b9cea4e8649b83df8a6cdbce56b841361d753012207e92bd978,0
173.194.12.135,192.168.50.11,443,54889,17,5836addf2d3a7d0b1abc118d2117476d28c05e8f2dd66bc58dd008adf79d8eb687deaf4ba1a1d50743c9875348711b8b778b0b0c4719a7fc8c7099590437241407e162c488070da7f48f41e4b01e243539ab46b433d880953f1ffbeff3ff59bd693c653262d942c7c12597fd8d5b7768e648697784600f4135570d1f92e71b20,0
31.13.70.36,192.168.50.11,443,45938,17,4df651aeedfa327cc22235443de5b7c103d839a16a3fcce436bcf818533247ccfb23fc67e9a29b8db46cd2af9e3af62d,0
192.168.50.11,3.169.231.31,33738,443,6,,0
3.228.199.206,192.168.50.11,443,54716,6,,0
192.168.75.122,71.181.45.156,12287,139,6,7c30307c,1
192.168.150.129,33.95.82.128,63472,20256,6,434352,1
3.163.125.3,192.168.50.11,443,41074,6,ccdee95ad8b790581e183556b65141dd575a68e342cf1b17f98355189b0b452fd4a6950c0fcf40a3d9f561f46f53ff3da722ac0df1d129cb728a96251caa67d173a9c5d4a47b41e986feec0e67fee3557996303cf7c89e3fc27d8cb049a7577fc4e181ecdcacb8f6295680c415c10a71fd1f6f373a25cb472767d3054eb37d43,0
192.168.84.178,68.183.33.12,31104,9733,6,5748415449534954,1
192.168.124.126,128.193.14.157,14839,25,6,7c30302031307c4a464946,1
172.66.42.247,192.168.50.11,443,43024,6,,0
192.168.50.11,142.250.217.150,41280,443,6,,0
173.194.12.135,192.168.50.11,443,36986,6,29f4c2c537faf5d1eca3c7bb372c01e67f01fb097475e31ada57a54480d29b6456f8998b55b8fe515f7a54cf731e3bbd376dcb0fc0af55b3cbb256965f4eb2d96b0c20b976bc6b7a4f8994fb87b457100ae422a2814857b0c28e882f6ccaf098b80f1aae394746ba5776bc09b336331c294ba68989a95b73d2c42b24a4462267,0
192.168.50.11,216.137.39.8,56212,443,6,,0
192.168.119.183,10.128.51.125,9246,111,6,7c30302030312038362041307c,1
192.168.50.11,172.217.14.66,48588,443,6,170303001a641541f531695b46b382c2bb6f1e1dec8ee972334203945138cf,0
192.168.50.11,3.163.125.3,41104,443,6,1703030013e9aa96ceb3c12c9bd20d42999718ac63cafd80,0
192.168.50.11,172.64.41.4,58420,443,6,,0
192.168.50.11,35.212.192.196,38018,443,6,,0
142.250.176.2,192.168.50.11,443,58298,6,170303002276ce3c723230737a6363c203eced1b38d05ee4938954671ded0a5ec103cf55c56034,0
192.168.50.11,172.64.41.4,55502,443,6,170303009a108cc4480fbd3a69b4f91f983b30a4077d99bbd140c7eb0185928f468dc2dab1e67d3c4138efde2b79055cf054694967372227f8ee3ed0f8155547db78564724efcbc96a23bd6c246e76e2f6f84a61e13aa31d40edd1edf6ce5a7c241f9bafb309f719605c292b8019af5e389bfcdc3598c35cb343e068a005e0a0,0
192.168.50.11,172.64.41.4,44258,443,6,,0
18.164.174.92,192.168.50.11,443,40056,6,17030300ae749052a02e6ec6c8578a57863e5e027059612808ce7d5dae99adb3195769db95a7bdbae654af3150a1a06a7024338d9863d52333a322eca49872912c0484eee36f969a5865d8e420cb7ed875ffabc6d25ba9e426aca532f137d90c7cca800113e8ddef08b28f9edf1dbc45765ef61173b2f3ff2dca49f535138d84,0
192.168.196.91,157.10.196.126,65125,111,17,7c30302030312038362041307c,1
192.168.50.11,3.169.245.200,50498,443,6,170303002242df0f753160208f4ee21d0a41d0a95724562f11af6cb6956715a9111ba48cf591ee,0
192.168.50.11,150.171.28.10,33998,443,6,,0
192.168.50.11,20.33.69.37,47566,443,6,,0
192.168.50.11,173.194.12.135,36986,443,6,,0
23.220.75.243,192.168.50.11,443,51898,6,,0
192.168.12.2,125.160.112.93,1675,111,17,7c30302030312038362041307c,1
104.18.38.233,192.168.50.11,80,42738,6,,0
172.64.41.4,192.168.50.11,443,44258,6,17030301eec9a4b2870da49ce868cb5fe9a1b0ae1ca527916beba6b3692337e776477b14246ff846785271c4b19ecba30c490e157f412bd1cb43f66e281a952560c623cd327ee0e300c5349b8e4349b73afa5bf02ab0d5f8dd411131ee29e33a544ff27be474f6eb1c58f372316629927be6a5a062c2f0449b0e329e8e954765,0
192.168.50.11,34.36.200.111,60382,443,6,1703030022ef6ae58062a0a81ba4b40075b2ee61ab17f6e5291f79453a23402fb3af1332245951,0
103.231.98.106,192.168.50.11,443,59308,6,,0
173.194.12.135,192.168.50.11,443,36986,6,1703030063a2cafc61657da78011e86bd20935eeb1b4eb43a742af1b022ce6b58f5451ac4671d7c5cf99dc82ebfde7835578fdc581f765daa85f507ede6888dedadc55640d3bba9147b0f5073a8391958e13e00a5da245015e8674415a31475fb4c24c44c1dd3128,0
151.101.2.114,192.168.50.11,443,36009,17,ef00000001033a15a211a16b18dd1556e50a221d751419e307034244e33f201fec7a6528aed84e9fee83bd34e95169d547777adb288c09a9dcbc01ad92ce7d2f226f9095e39f47abcd35ae7ba930543d63a7579e825c86bd946e7cec4f675afaac891f8f2a756cc8ab1fd40f0c4bebbb67b2b62f0be7259e307b589cc4d1fa06,0
192.168.238.73,41.180.187.237,17755,23,6,64313368685b,1
142.250.72.168,192.168.50.11,443,56699,17,42bd495cf3a0b4fcb6ad7baf646bd5d6557bb19fe97ae3ad3d532331c936788b3baba86cb528cb832aa5a5d9d10b854da10a2d8ae0674e4111e20d107c1c9f09fe7869a3515b2dba89b1255bcb6ab69e31ab2b7c14f733dd7b1967ec78b3aa8d01746bb6f6d05beffb5d05e3ed06d1c46da5a853e3e90637868b2e693bb67d7b,0
192.168.50.11,151.101.196.157,50484,443,6,,0
172.64.41.4,192.168.50.11,443,44258,6,17030301ee83a205fe0a17fd770caeff130343eaad01bbd62a7a4a00c6f81778f2ab0d7e57cc8e17313b55dd862add8dd3d1125fa038d0e525c242d0620f497f393e9e9c4560d60f287a2556b3c91198d55f1d8f18c891688f98348a32d8b11ecfb4300d6be6ba95f38382da30190f7afe298ba90f55df5656ed3ac4a65d330a,0
192.168.50.11,54.244.154.139,52496,443,6,,0
172.217.14.110,192.168.50.11,443,34982,6,,0
192.168.50.11,13.226.223.188,48684,80,6,,0
192.168.50.11,104.18.34.222,38868,443,6,,0
121.127.42.98,192.168.50.11,443,33732,6,,0
172.64.41.4,192.168.50.11,443,60274,6,17030301ee1c52cc0720dba58fee16f8cebf38686d8db8a2c70e6ae11cd7b55e21f0a89ac45d70a6ee78b28b6ebf7d66d1bca6023575fe0f6f47135c8c5b2ee8d90667c783fe7e99c064e3d9db50d6a3cfc50c263fd9b29139ee42dffe21df5e4864571e50e739ed77b8b5c9cc5d706ef98c96ab4ed393d7946a4159a5cacec9,0
192.168.50.1,192.168.50.11,53,38824,17,073e8180000100040000000106706c6179657207616e697669657703636f6d0000010001c00c000500010000007a002313737461636b706174682d6d6967726174696f6e09656467657375697465036e657400c0300005000100004f360014056131393730046473636406616b616d6169c04ec05f0001000100000007000417,0
199.232.194.114,192.168.50.11,443,40190,6,17030305737f94016f8962ea1dbafe3d7e47d5f7a32ab094104e995789cb80fca42599c9f0bb7b5c850ad53121bbf7e3e6062518db4020887edfe8d9ae7b64a77b61457e860c4df31304a55cdc5e2eddb158b2eed4b877640a5f7583d94381d27b36d8229d37822ab1790e7e0cb6b09d5bd36225692f5209b94c764b9bd9e73b,0
172.217.14.110,192.168.50.11,443,34982,6,1703030573ba53c3c6f7920d41975389136f2fdec78d917b7f95a820ccc2cffa415ae3020975b804a40515cd1adc0788f8b66029c817f9245f81889daedd4aa30d86605ee452eb399e722ec931f58e3e2cc21a831fc1abe01cc14fc7dfc3c2df6cb7947bce5cb853147b040a9766f0d3865c533ac3723111fd2b07597b74da7d,0
34.120.237.76,192.168.50.11,443,41474,6,,0
192.168.221.23,75.138.113.29,15301,705,6,6d616c6963696f75735f7061796c6f6164,1
192.168.50.11,172.64.41.4,55472,443,6,1703030033f2dee41aedfae67600ace648a75e3d30e1354036e1f363ff61cf085393da5342c021d35a0b7990fd66164a75bbed75b7c63a2d,0
192.168.50.11,142.250.72.138,52562,443,6,,0
192.168.232.215,142.232.106.85,39153,139,6,7c30307c,1
216.137.39.101,192.168.50.11,443,43900,6,170303001a675de3f6763f0dfef86118c8eaca63d9027a248e6777ae3b9e36,0
142.250.68.33,192.168.50.11,443,39190,6,170303048f9d97c976da5f7f5497ad9e4395c70a794daa5b3ca1cd00b347a832836779889172810c554143f48ef32a91570cc4f9813a05dde6220f12ba84a360c0cb86d2d33686f75dc7d0d2baf0d83fee60fd5b75a7d664fec03cdc0b4809a9ba1fa408e15d98097945f5b69f124dfa0da4e9cbab0ce15a12b6e5654ac378b2,0
142.250.217.131,192.168.50.11,80,36650,6,,0
18.164.154.118,192.168.50.11,443,58600,6,ab17f5bad2e996afec67597fac5205ea1fe9d6ea90ece1ce22d000b47037dee0291e38512e0379c5994dc35ab34ad90d70efbf832cace60c31e9c2169e254aefebd3f9171db2508c0956c2f9d23669704cd621bc2b15c0e61af478f77a4184386385554e6185af792bcf5aa0010822b92cf30cefa21b745d0edcdfdf9fb8b67d,0
192.168.50.11,31.13.70.36,45938,443,17,e30000000108b221008a1428418403f651ae4043250732e79e5a77f460644283c386d8f069351240ca167ec97638b1e20b0ad77de771c1d90f1106a4116f43c56a5827d8940bf9d6c039ffee6114213fef5ab835440bc163b221008a14284184ec06f23338f35c45a0fb3309e5dece289dac8a36c559c688ae3232d8c6d1a17a,0
67.202.105.31,192.168.50.11,443,52852,6,17030300131af2259dc6c31b52bcb06378dad21a3cc8d5b4,0
192.168.50.11,34.238.98.237,37076,443,6,1703030108000000000000000447189e88dfb159d020ee0867f607ae72ae7dae446b338f49434644f98d4f1de760ad74d8bc0c1a182bc511da91d3a731abe0ce4c0039e9d464b84ee798ae70c21e2d6eaec609537de4e80b0f0283aae7f4ca9be88d70a117d2d2c99705a8e778ab5769c2a46110488741da3cef47a8135f8d9c,0
