protocol,src_ip,dst_ip,src_port,dst_port,label
icmp,10.102.166.104,192.168.36.188,0,0,normal
icmp,192.168.220.198,71.126.122.158,0,0,normal
tcp,192.168.76.71,172.24.69.109,37356,143,normal
icmp,10.153.8.77,192.168.66.14,0,0,normal
udp,192.168.36.221,192.168.193.57,58489,53,normal
tcp,192.168.211.228,10.201.86.207,14759,587,normal
icmp,10.246.214.44,172.20.199.98,0,0,normal
tcp,10.210.38.25,192.168.100.77,11075,23,malicious
tcp,10.216.198.223,192.168.80.120,7538,2452,normal
udp,154.85.251.5,10.38.169.156,2199,143,normal
tcp,172.18.109.126,72.186.142.152,58581,5000,normal
udp,10.108.160.171,172.23.2.222,3517,1900,malicious
udp,250.57.47.133,172.25.76.146,30505,8888,normal
udp,222.186.30.11,10.111.135.9,27109,62041,malicious
tcp,10.247.58.69,125.9.202.170,56264,5001,normal
udp,74.10.9.204,172.21.188.9,20734,7750,normal
udp,10.91.228.48,10.242.243.118,21468,8000,normal
tcp,10.209.85.248,2.141.142.65,34189,53,normal
tcp,192.168.61.191,10.174.163.247,56561,5001,normal
udp,251.16.46.178,24.227.81.35,22536,143,normal
tcp,10.142.229.137,172.19.16.95,31210,55032,normal
tcp,192.168.47.15,163.158.21.112,42701,0,malicious
icmp,10.177.252.11,78.184.26.207,0,0,normal
tcp,172.21.220.225,33.116.185.77,65388,9001,normal
udp,67.247.91.227,192.168.25.56,17081,143,normal
udp,192.168.51.134,191.61.197.19,35032,67,normal
tcp,10.149.154.228,192.168.220.246,29917,41720,normal
tcp,172.26.169.113,197.101.240.39,18295,8443,malicious
icmp,192.168.153.56,17.97.98.243,0,0,malicious
tcp,192.168.131.206,111.22.144.62,40214,57892,normal
tcp,192.168.65.21,247.2.173.64,51467,137,malicious
tcp,192.168.24.209,172.23.244.38,42028,5001,normal
tcp,192.168.9.122,172.26.151.146,16080,80,normal
tcp,135.250.176.233,124.147.220.128,63512,53,normal
icmp,192.168.16.117,250.71.46.248,0,0,normal
tcp,10.87.28.178,172.18.9.67,34022,15115,normal
tcp,59.192.48.17,10.141.81.132,51071,993,normal
udp,172.23.195.200,172.19.80.35,49057,33718,normal
udp,172.20.155.78,172.31.48.166,18857,161,malicious
icmp,10.209.189.75,177.4.132.183,0,0,normal
udp,222.186.30.11,10.223.62.166,61758,55599,malicious
udp,10.144.70.208,17.72.61.223,54969,1433,malicious
tcp,132.86.122.222,239.13.96.142,24437,143,normal
udp,172.28.233.112,44.180.161.248,29425,5001,normal
udp,103.27.202.112,10.98.192.229,17204,25600,malicious
tcp,172.27.43.60,192.168.120.11,4715,67,normal
udp,128.29.82.18,192.168.27.130,57153,9001,normal
icmp,172.25.103.170,192.168.30.225,0,0,normal
udp,172.22.81.24,3.71.115.91,57420,69,malicious
udp,192.168.15.167,192.168.44.104,293,587,normal
icmp,10.232.202.33,172.23.49.142,0,0,normal
udp,10.227.95.176,172.19.145.158,19743,993,normal
icmp,242.164.36.133,172.26.237.247,0,0,normal
icmp,172.26.61.80,230.129.102.191,0,0,normal
udp,208.91.71.71,172.29.176.192,48873,9001,normal
udp,172.31.7.122,172.27.253.234,21609,67,normal
icmp,124.112.119.172,250.157.68.245,0,0,normal
tcp,192.168.191.240,10.38.52.37,7840,8888,normal
udp,172.22.1.134,109.210.245.251,14062,42291,normal
tcp,103.121.137.214,192.168.82.139,7886,8000,normal
udp,25.158.150.151,10.42.220.98,15456,1433,malicious
tcp,153.70.85.141,10.60.242.244,4264,1900,malicious
tcp,200.187.192.37,10.240.233.10,65469,8000,normal
udp,187.116.99.3,29.22.24.151,62329,53,normal
tcp,192.168.35.199,192.168.176.64,31205,9000,normal
icmp,192.168.241.144,241.134.82.199,0,0,normal
udp,192.168.65.11,10.119.217.96,59498,29480,normal
tcp,192.168.250.7,102.143.158.96,57714,445,malicious
tcp,172.27.245.225,172.20.14.140,39317,143,normal
tcp,10.9.151.185,10.222.94.128,20011,22,malicious
icmp,192.168.214.44,172.19.184.119,0,0,normal
icmp,172.26.85.37,213.207.30.149,0,0,normal
udp,198.144.121.93,192.168.108.12,9204,42259,malicious
udp,172.23.46.35,117.240.217.75,11893,8000,normal
icmp,192.168.230.210,34.100.156.255,0,0,normal
tcp,10.55.186.110,172.31.197.251,18939,29245,normal
icmp,192.168.255.37,18.30.213.16,0,0,normal
icmp,94.22.70.41,151.34.51.81,0,0,normal
udp,192.168.0.169,192.168.76.134,35269,8000,normal
udp,172.21.180.188,10.183.59.206,25137,5001,normal
tcp,23.195.88.242,172.31.205.238,24819,5000,normal
udp,185.107.56.215,10.99.236.74,38600,36626,malicious
udp,172.19.25.28,192.168.192.34,63129,9000,normal
udp,10.95.181.4,10.56.64.131,47579,143,normal
udp,172.20.164.50,192.168.247.238,32221,51110,normal
udp,10.191.1.176,192.168.185.159,3423,8000,normal
tcp,192.168.92.237,10.199.178.169,19304,23936,normal
udp,61.146.223.133,172.16.170.0,52874,9001,normal
udp,192.168.221.88,172.26.243.106,16551,53,normal
icmp,186.77.18.215,172.17.100.254,0,0,normal
icmp,10.106.214.124,192.168.25.1,0,0,normal
tcp,192.168.125.165,10.183.176.8,33671,53,normal
udp,10.174.146.250,172.23.54.211,32681,8000,normal
tcp,192.168.177.188,10.137.179.141,51280,25,normal
udp,185.107.56.215,10.214.156.76,59327,40374,malicious
icmp,192.168.232.113,200.54.89.199,0,0,normal
icmp,172.30.109.57,172.25.0.2,0,0,normal
tcp,192.168.3.209,8.123.62.202,25064,1433,malicious
udp,172.22.248.152,10.93.202.175,48750,67,normal
icmp,172.30.126.178,192.168.82.141,0,0,normal
tcp,145.55.191.0,10.20.95.228,51273,67,normal
tcp,172.16.96.4,192.168.6.245,38765,68,normal
tcp,192.212.128.28,172.29.123.136,15647,53,normal
udp,10.6.87.243,76.10.67.163,37153,53,normal
tcp,192.168.250.180,192.168.169.152,33062,8000,normal
udp,10.82.171.227,10.63.202.210,22976,26439,normal
udp,10.141.43.148,170.234.113.242,21071,5001,normal
udp,45.83.64.1,192.168.116.33,41003,52632,malicious
icmp,10.9.246.178,77.221.89.94,0,0,normal
icmp,172.22.199.160,192.168.242.111,0,0,normal
icmp,172.26.142.157,15.17.237.126,0,0,normal
tcp,10.208.80.125,192.168.189.105,36924,5001,normal
udp,10.207.58.121,10.132.1.67,59856,8000,normal
udp,192.168.17.187,172.22.211.145,21980,24203,normal
tcp,185.220.101.4,192.168.164.32,31644,53469,malicious
tcp,192.168.14.192,245.30.145.105,13005,67,normal
udp,172.20.129.147,172.31.31.139,37141,39913,normal
udp,156.114.169.252,233.237.210.78,57217,63836,normal
tcp,172.18.86.192,4.4.43.133,27579,1900,malicious
tcp,10.113.26.175,10.191.185.72,7313,29190,normal
udp,192.168.101.51,192.168.233.54,48476,68,normal
udp,192.168.37.40,93.211.111.175,42925,53,normal
icmp,109.232.56.112,172.19.52.146,0,0,normal
icmp,29.170.124.49,45.222.55.69,0,0,normal
udp,192.168.227.171,192.168.152.166,33805,60192,normal
tcp,192.168.199.122,125.168.171.143,52811,28893,normal
tcp,172.22.217.33,10.208.117.65,34205,24457,normal
tcp,201.45.62.19,172.31.91.211,14060,9001,normal
icmp,192.168.210.7,10.20.221.211,0,0,malicious
udp,192.168.39.115,172.16.151.172,35833,35644,normal
udp,10.97.34.58,192.168.97.47,55708,8888,normal
tcp,172.23.37.165,10.116.195.27,3515,25,normal
udp,172.20.11.52,192.168.246.199,52223,5000,normal
icmp,172.18.139.131,192.168.129.108,0,0,malicious
icmp,10.113.193.1,192.168.253.100,0,0,normal
udp,172.19.195.33,10.255.250.103,4056,443,normal
icmp,172.19.11.174,44.98.120.184,0,0,normal
icmp,36.105.231.65,10.57.151.240,0,0,normal
udp,192.168.94.99,128.25.254.231,6710,123,malicious
tcp,192.168.114.217,172.21.110.236,51341,3389,malicious
udp,38.82.111.13,10.210.247.138,37083,445,malicious
udp,10.245.73.231,192.168.44.160,20866,54511,normal
tcp,91.240.118.129,152.43.45.87,42428,13171,malicious
udp,172.22.130.198,140.43.5.12,25641,8888,normal
tcp,192.168.123.243,10.28.216.126,22536,80,normal
udp,10.42.108.174,192.168.108.90,57106,64147,normal
icmp,192.168.23.156,192.168.23.149,0,0,normal
tcp,10.3.142.58,172.17.52.240,58939,80,normal
tcp,103.27.202.112,190.177.117.79,31087,32700,malicious
icmp,192.168.68.250,227.13.43.54,0,0,normal
tcp,192.168.180.149,25.43.222.183,64035,993,normal
udp,192.168.53.222,10.11.34.50,29905,1900,malicious
udp,108.90.67.109,10.84.54.205,41637,8000,normal
icmp,192.168.89.249,10.167.251.104,0,0,normal
icmp,10.249.58.211,162.163.229.26,0,0,normal
tcp,192.168.232.50,10.238.222.107,10206,26799,normal
tcp,181.247.85.24,192.168.192.73,37446,8888,normal
udp,172.21.243.47,225.228.38.174,21900,993,normal
udp,10.134.206.133,10.132.166.15,59757,0,malicious
udp,10.28.112.253,121.157.150.111,56557,5001,normal
udp,192.168.236.248,172.31.207.160,39139,8080,malicious
tcp,10.75.148.63,10.198.14.250,44325,80,normal
udp,10.212.238.53,192.168.224.75,48085,9017,normal
icmp,10.140.91.69,151.4.182.25,0,0,normal
tcp,192.168.76.249,172.21.210.68,43235,1422,normal
icmp,10.40.6.132,192.168.172.105,0,0,normal
tcp,10.56.138.55,172.19.181.200,53010,443,normal
icmp,192.168.85.52,192.168.75.165,0,0,normal
icmp,172.17.196.77,60.55.19.77,0,0,normal
tcp,172.30.14.38,10.29.42.148,42639,67,normal
udp,192.168.2.45,172.27.170.118,28087,9000,normal
icmp,192.168.113.78,26.100.7.252,0,0,normal
icmp,73.79.37.64,24.18.53.142,0,0,normal
tcp,65.147.210.239,172.16.64.69,5187,9001,normal
tcp,192.168.160.169,30.219.215.63,23409,58777,normal
tcp,66.137.35.148,10.252.187.66,14008,1433,malicious
udp,19.53.242.201,10.45.154.103,9506,39901,normal
tcp,192.168.35.138,192.168.7.166,43590,53,normal
udp,172.29.137.62,183.133.30.179,9199,7663,normal
udp,91.36.212.208,192.168.162.233,50168,5001,normal
icmp,192.168.209.89,192.168.147.24,0,0,malicious
tcp,10.148.206.163,10.127.79.139,45505,8888,normal
udp,207.217.162.199,136.235.26.157,30716,80,normal
udp,192.168.139.185,52.122.79.202,20323,67,normal
tcp,172.28.221.14,254.192.120.126,32863,587,normal
tcp,89.62.69.159,192.168.100.74,6727,5001,normal
tcp,55.54.116.60,10.180.61.95,401,69,malicious
udp,172.26.87.149,10.110.102.65,22669,68,normal
tcp,75.65.249.122,172.18.100.136,2736,67,normal
udp,10.185.146.167,118.249.213.237,50500,22973,normal
udp,172.22.171.143,10.106.233.244,36526,8428,normal
udp,172.25.74.33,45.163.20.180,40545,161,malicious
udp,171.62.72.93,10.157.221.197,21146,8000,normal
tcp,10.100.139.20,10.12.162.83,29937,993,normal
udp,192.168.11.105,10.252.202.199,25727,1,malicious
icmp,188.187.115.52,10.119.189.81,0,0,normal
udp,172.26.168.205,242.12.167.92,50189,39219,normal
tcp,10.22.216.140,255.28.149.237,48683,19,malicious
icmp,172.21.10.22,82.116.84.145,0,0,normal
udp,172.27.50.6,175.127.93.86,60017,68,normal
udp,10.187.7.6,10.19.101.138,7095,143,normal
tcp,10.30.118.172,192.168.119.109,26303,5001,normal
tcp,121.122.53.184,10.182.211.153,46922,25,normal
icmp,192.168.161.116,10.42.201.10,0,0,normal
udp,60.136.111.151,234.136.34.6,47902,25,normal
tcp,149.36.106.35,192.168.81.105,24402,53,normal
icmp,172.19.143.150,172.31.178.121,0,0,normal
tcp,66.192.55.220,236.220.89.56,19595,26928,normal
icmp,251.20.121.14,172.22.195.39,0,0,normal
udp,192.168.23.253,13.59.54.225,30885,9001,normal
icmp,192.168.162.161,172.25.83.48,0,0,normal
icmp,10.74.203.76,84.79.155.42,0,0,normal
tcp,10.224.223.112,192.168.212.12,3369,5000,normal
icmp,10.248.37.106,10.234.217.26,0,0,normal
tcp,192.168.229.217,172.18.62.18,28182,587,normal
icmp,165.71.146.228,10.138.149.81,0,0,normal
icmp,192.168.49.243,222.176.233.80,0,0,normal
udp,222.44.30.2,10.169.122.232,8621,11545,normal
udp,175.188.30.13,192.168.92.27,47483,3950,normal
udp,168.143.69.230,12.35.164.14,24138,0,malicious
tcp,5.213.245.196,216.149.90.218,37089,0,malicious
icmp,186.174.30.168,49.154.92.220,0,0,normal
tcp,6.197.17.166,192.168.218.52,27325,8666,normal
udp,192.168.80.101,192.168.162.45,28540,30776,normal
udp,192.168.189.111,192.168.38.127,37869,25,normal
udp,89.248.167.131,172.19.100.221,59613,28896,malicious
udp,89.248.167.131,192.168.136.159,39848,52885,malicious
tcp,192.168.93.147,205.88.231.18,23359,28386,normal
tcp,192.168.158.145,172.19.179.169,42622,8888,normal
udp,10.248.24.59,63.31.248.150,12281,143,normal
udp,172.29.73.192,172.22.65.70,21006,161,malicious
icmp,10.197.91.155,172.16.211.121,0,0,normal
icmp,10.62.71.166,192.168.76.33,0,0,normal
icmp,10.77.206.13,10.40.96.111,0,0,normal
tcp,89.248.167.131,10.130.80.139,22085,62256,malicious
udp,192.168.184.127,172.22.30.93,13290,5000,normal
icmp,10.66.3.116,10.171.133.31,0,0,normal
udp,10.37.122.64,192.168.9.254,55683,22,malicious
tcp,201.115.108.208,172.26.198.230,19658,4275,normal
tcp,192.168.168.222,253.75.192.166,59884,25,normal
tcp,31.46.251.132,172.23.92.198,4730,593,malicious
tcp,116.121.214.204,88.201.228.145,22291,5000,normal
udp,65.222.32.128,10.216.13.22,11892,36119,normal
icmp,10.83.62.245,10.35.48.131,0,0,normal
udp,192.168.188.214,43.108.184.121,59912,993,normal
tcp,29.130.241.18,172.28.192.90,43022,993,normal
tcp,172.29.110.251,172.26.216.86,4022,593,malicious
udp,172.28.6.106,192.168.188.147,14048,5001,normal
icmp,185.113.144.194,172.31.149.8,0,0,normal
tcp,10.206.41.29,10.102.203.244,9345,23,malicious
tcp,192.168.176.246,202.24.102.105,19928,14273,normal
tcp,147.64.146.172,165.139.213.177,16137,143,normal
icmp,192.168.201.186,171.53.109.193,0,0,normal
udp,10.78.142.101,192.168.173.91,28857,22342,normal
udp,236.90.234.43,115.233.131.227,20711,993,normal
udp,172.24.180.119,192.168.93.77,61997,143,normal
udp,10.197.121.105,192.168.57.126,13464,143,normal
udp,157.47.5.205,217.128.244.167,1763,143,normal
tcp,172.20.167.163,10.93.200.103,58042,1433,malicious
tcp,10.31.18.188,10.106.85.118,48701,17458,normal
tcp,108.125.4.164,149.154.146.233,89,40491,normal
udp,192.168.142.179,143.208.182.146,18878,5000,normal
icmp,10.172.94.244,172.23.235.66,0,0,normal
udp,172.26.109.15,142.126.182.172,7583,19457,normal
udp,193.209.162.36,60.68.92.7,16883,5000,normal
tcp,60.92.196.144,192.168.59.74,10842,5001,normal
tcp,10.70.28.165,10.201.189.39,20841,10490,normal
icmp,192.168.8.30,192.168.211.135,0,0,normal
udp,10.109.179.190,81.165.171.58,21457,68,normal
tcp,172.21.45.90,172.23.196.84,37228,8888,normal
udp,192.168.252.85,168.153.96.22,37887,54230,normal
tcp,172.28.49.198,172.24.95.61,56767,80,normal
icmp,48.157.114.255,10.147.132.135,0,0,normal
udp,192.168.12.154,172.23.96.86,1683,5001,normal
tcp,192.168.71.154,23.57.182.10,30011,25,normal
icmp,10.59.222.137,172.16.175.249,0,0,normal
icmp,172.24.130.111,172.25.33.153,0,0,normal
icmp,10.221.4.180,234.209.34.67,0,0,normal
tcp,192.168.69.114,141.123.2.4,31007,25,normal
tcp,192.168.174.117,10.252.122.67,60378,9001,normal
tcp,185.220.101.4,11.31.5.93,59805,51881,malicious
tcp,172.20.125.248,10.125.117.49,51312,443,normal
udp,10.146.29.2,192.168.247.237,52934,443,normal
tcp,54.183.0.67,255.23.68.95,29136,123,malicious
tcp,192.168.3.240,8.45.149.15,50819,23,malicious
icmp,10.230.86.115,192.168.194.204,0,0,normal
udp,185.107.56.215,248.245.130.182,9602,24458,malicious
tcp,185.220.101.4,192.168.97.249,61150,12476,malicious
tcp,45.83.64.1,112.29.103.151,56767,8534,malicious
udp,117.216.128.207,192.168.141.113,33162,5001,normal
tcp,10.111.29.148,192.168.32.236,20315,5000,normal
icmp,172.18.233.190,172.31.45.82,0,0,malicious
udp,172.27.146.195,192.168.115.236,45395,80,normal
udp,10.81.125.75,192.168.126.0,61537,443,normal
udp,10.216.70.152,10.5.139.198,59448,587,normal
udp,192.168.62.146,215.85.207.187,4838,80,normal
icmp,172.30.104.38,10.25.96.81,0,0,normal
tcp,10.77.69.164,172.27.189.238,8243,8080,malicious
tcp,222.186.30.11,10.52.203.218,57284,51774,malicious
tcp,89.248.167.131,172.24.30.87,60393,55843,malicious
udp,192.168.140.21,192.168.143.167,41284,46257,normal
icmp,107.243.63.95,192.168.133.160,0,0,normal
udp,192.168.200.188,192.168.50.52,15895,8080,malicious
tcp,39.186.102.145,10.236.16.227,33680,80,normal
udp,172.23.21.142,192.168.230.48,17785,53,normal
icmp,10.150.176.35,192.168.107.141,0,0,malicious
udp,58.127.41.200,192.168.228.81,64636,587,normal
tcp,172.29.153.123,10.129.108.145,11526,25,normal
tcp,10.64.147.237,172.21.167.10,56490,69,malicious
udp,205.75.165.158,172.16.4.232,20292,5001,normal
icmp,219.92.42.238,17.30.52.225,0,0,normal
udp,172.31.241.161,192.168.93.205,49506,5001,normal
udp,10.213.221.135,192.168.3.233,17362,8000,normal
tcp,172.16.105.10,192.168.9.231,30924,143,normal
udp,36.62.215.89,10.131.88.233,29050,67,normal
udp,129.249.252.73,40.96.34.12,42187,30880,normal
udp,172.30.159.248,227.206.100.112,43636,0,malicious
udp,192.168.87.152,10.62.70.205,53586,5001,normal
tcp,51.36.181.86,10.5.185.150,62447,60596,normal
icmp,192.168.16.25,172.22.113.223,0,0,normal
icmp,192.168.184.129,4.117.207.143,0,0,normal
udp,172.16.126.106,172.21.223.85,62401,25,normal
tcp,192.168.237.248,192.168.125.146,46254,593,malicious
icmp,10.208.39.231,10.119.172.159,0,0,normal
udp,192.168.41.52,10.248.83.148,42532,67,normal
udp,165.113.186.201,115.68.122.247,30098,45873,normal
tcp,10.1.101.199,172.24.34.201,53661,9000,normal
udp,172.30.130.187,211.154.220.159,33407,80,normal
icmp,37.220.170.178,10.225.28.161,0,0,normal
tcp,89.248.167.131,192.168.26.97,62591,12108,malicious
udp,250.48.48.235,192.168.196.32,23193,9001,normal
udp,172.23.64.103,75.124.83.78,65288,143,normal
udp,172.29.31.230,194.70.106.206,23721,0,malicious
tcp,10.156.135.108,172.25.93.65,11627,593,malicious
tcp,172.30.32.213,10.177.166.152,55720,135,malicious
udp,192.168.212.53,192.168.87.192,21288,18494,normal
udp,192.168.45.77,10.204.15.37,54759,993,normal
icmp,172.26.174.214,192.168.245.72,0,0,normal
icmp,172.18.121.65,172.26.42.212,0,0,normal
tcp,98.179.41.182,192.168.101.247,43920,8000,normal
icmp,10.215.36.223,192.168.144.192,0,0,normal
udp,72.173.133.204,10.7.246.166,16204,5000,normal
icmp,192.168.16.35,43.65.92.181,0,0,normal
tcp,192.168.20.155,172.24.171.234,14640,67,normal
tcp,192.168.100.113,10.233.28.135,15379,143,normal
tcp,57.95.223.249,98.53.213.136,25538,67,normal
udp,172.21.91.222,172.28.9.53,48897,8000,normal
tcp,10.131.75.231,32.134.25.124,15495,53558,normal
tcp,172.25.137.196,172.23.152.229,19475,3389,malicious
tcp,172.31.60.195,57.177.68.188,58863,587,normal
udp,128.107.39.100,164.141.146.218,11292,135,malicious
udp,192.168.191.105,10.123.115.163,22318,137,malicious
udp,73.185.183.63,10.212.56.181,16997,587,normal
tcp,172.18.216.26,51.14.159.197,44938,67,normal
tcp,251.3.69.148,10.95.120.111,13023,22,malicious
icmp,192.168.37.21,10.232.7.191,0,0,normal
tcp,172.27.155.222,10.183.167.142,58036,57269,normal
udp,172.20.86.108,10.54.154.119,14832,5001,normal
tcp,192.168.197.157,10.26.78.1,2642,5000,normal
tcp,192.168.127.104,75.194.255.143,47527,5000,normal
icmp,27.21.241.145,2.248.125.198,0,0,normal
tcp,192.168.219.178,10.22.215.17,20650,55787,normal
udp,236.144.98.189,192.168.238.212,60079,28586,normal
udp,7.209.198.136,10.48.83.230,60536,993,normal
udp,10.57.109.61,10.41.84.36,28222,80,normal
icmp,10.242.107.239,172.18.8.119,0,0,normal
tcp,192.168.86.203,10.152.238.8,45188,137,malicious
tcp,172.27.87.195,10.172.5.187,35916,25,normal
udp,10.214.221.185,10.187.69.232,32835,37548,normal
tcp,192.168.74.14,219.159.14.54,54565,443,normal
icmp,10.48.141.84,172.19.146.133,0,0,normal
tcp,172.18.44.178,10.52.102.98,26027,5000,normal
udp,172.30.96.178,211.147.230.83,49396,635,normal
tcp,10.45.57.2,192.168.41.170,8522,993,normal
icmp,10.53.126.190,94.220.89.68,0,0,normal
udp,172.27.3.56,192.168.133.160,4044,13871,normal
icmp,172.24.29.100,10.18.80.53,0,0,malicious
udp,10.217.196.53,192.168.252.53,62709,5000,normal
tcp,10.8.166.162,172.23.241.134,33479,80,normal
icmp,10.75.161.247,192.168.210.194,0,0,normal
udp,10.232.119.149,172.27.95.196,6556,68,normal
udp,10.141.134.33,10.78.27.180,52415,9000,normal
udp,63.234.22.117,70.181.165.38,36486,993,normal
tcp,192.168.248.178,172.24.97.141,61880,5001,normal
icmp,18.158.87.125,192.168.127.128,0,0,normal
udp,73.48.153.166,10.251.64.142,40747,9000,normal
udp,163.62.53.2,179.234.174.211,44185,23081,normal
icmp,172.31.137.225,10.112.8.82,0,0,normal
icmp,172.25.164.180,172.28.151.94,0,0,normal
tcp,10.11.241.36,172.22.208.30,23242,67,normal
udp,172.28.34.7,93.157.103.22,35595,8888,normal
udp,172.29.149.48,124.44.177.52,32770,8888,normal
icmp,6.200.251.161,172.17.243.84,0,0,normal
tcp,243.45.157.181,192.168.0.230,24239,5000,normal
tcp,172.28.159.63,10.162.72.188,4514,15240,normal
icmp,10.38.251.203,172.23.89.175,0,0,normal
icmp,178.64.149.122,10.25.155.192,0,0,normal
udp,241.191.79.52,192.168.34.4,33649,68,normal
tcp,45.83.64.1,192.168.217.127,1577,11425,malicious
icmp,96.123.188.168,192.168.39.100,0,0,normal
icmp,123.223.86.237,99.230.56.234,0,0,normal
tcp,68.86.84.70,192.168.113.77,56389,993,normal
tcp,172.16.212.133,56.99.221.144,21446,9000,normal
tcp,10.19.146.220,10.121.31.244,63957,25,normal
icmp,10.182.160.191,192.168.185.70,0,0,normal
tcp,192.168.37.19,172.24.57.21,37890,5001,normal
icmp,10.6.222.213,172.24.194.155,0,0,normal
udp,69.80.171.134,172.16.138.224,48110,53,normal
icmp,172.24.189.61,245.213.17.177,0,0,normal
icmp,192.168.207.72,192.168.227.192,0,0,normal
tcp,192.168.78.112,172.16.71.149,24559,5001,normal
udp,10.248.33.158,192.168.103.143,62296,137,malicious
icmp,131.28.206.185,61.16.211.213,0,0,normal
icmp,192.168.178.170,172.17.221.133,0,0,normal
icmp,71.229.129.248,172.17.241.180,0,0,normal
tcp,10.116.169.149,172.31.77.233,35467,5000,normal
tcp,155.147.91.67,26.194.175.155,41417,8888,normal
udp,10.85.183.227,172.28.112.70,20736,8443,malicious
tcp,192.168.69.116,10.243.31.50,49033,25,normal
